"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"148","cond-mat/9704067v2","1997-04-08 15:47:30","1997-05-30 18:03:57","Kinetic Partitioning Mechanism as a Unifying Theme in the Folding of
  Biomolecules","  We present a unified framework for folding kinetics of proteins and RNA. The
basis for this framework relies on the notion of topological frustration, which
gives rise to several competing basins of attraction (CBA) in addition to the
native basin of attraction (NBA) on the free energy surface. A rough free
energy surface results in direct and indirect pathways to the NBA, i.e., a
kinetic partitioning mechanism (KPM). The unified framework for folding
kinetics allows us to propose a foldability principle, according to which fast
folding sequences are characterized by the folding transition temperature
$T_{F}$ being close to the collapse transition temperature $T_{\theta }$.
Biomolecules, for which foldability principle is satisfied, such as small
proteins and tRNAs, are expected to fold rapidly with two-state kinetics.
Estimates for the multiple time scales in KPM are also given.
","D. Thirumalai|D. K. Klimov|S. A. Woodson","","http://arxiv.org/abs/cond-mat/9704067v2","http://arxiv.org/pdf/cond-mat/9704067v2","","26 pages, Latex, 1 figure (in gif format). Figure also available at
  http://www.glue.umd.edu/~klimov/KPM.html, published in Theoretical Chemistry
  Accounts. http URL for a figure modified","","","cond-mat.soft","cond-mat.soft|cond-mat.stat-mech|q-bio"
"149","cond-mat/9704098v1","1997-04-11 09:26:38","1997-04-11 09:26:38","Phase Transitions of Neural Networks","  The cooperative behaviour of interacting neurons and synapses is studied
using models and methods from statistical physics. The competition between
training error and entropy may lead to discontinuous properties of the neural
network. This is demonstrated for a few examples: Perceptron, associative
memory, learning from examples, generalization, multilayer networks, structure
recognition, Bayesian estimate, on-line training, noise estimation and time
series generation.
","Wolfgang Kinzel","","http://arxiv.org/abs/cond-mat/9704098v1","http://arxiv.org/pdf/cond-mat/9704098v1","http://dx.doi.org/10.1080/13642819808205038","Plenary talk for MINERVA workshop on mesoscopics, fractals and neural
  networks, Eilat, March 1997 Postscript File","","10.1080/13642819808205038","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"150","cond-mat/9704158v1","1997-04-18 09:45:21","1997-04-18 09:45:21","Categorization by a three-state attractor neural network","  The categorization properties of an attractor network of three-state neurons
which infers three-state concepts from examples are studied. The evolution
equations governing the parallel dynamics at zero temperature for the overlap
between the state of the network and the examples, the state of the network and
the concepts as well as the neuron activity are discussed in the limit of
extreme dilution. A transition from a retrieval region to a categorization
region is found when the number of examples or their correlations are
increased. If the pattern activity is small enough, the examples (concepts) are
very well retrieved (categorized) for an appropriate choice of the
zero-activity threshold of the neurons.
","D. R. C. Dominguez|D. Bolle","Instituut voor Theoretische Fysica, K.U. Leuven, Belgium|Instituut voor Theoretische Fysica, K.U. Leuven, Belgium","http://arxiv.org/abs/cond-mat/9704158v1","http://arxiv.org/pdf/cond-mat/9704158v1","http://dx.doi.org/10.1103/PhysRevE.56.7306","17 pages incl. figures, LaTeX, uses epsfig.sty","Phys. Rev. E 56, 7306-7309 (1997)","10.1103/PhysRevE.56.7306","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"151","cond-mat/9704167v1","1997-04-20 08:58:07","1997-04-20 08:58:07","Stability Threshold as a Selection Principle for Protein Design","  The sensitivity of the native states of protein-like heteropolymers to
mutations modelled as perturbations in the interaction potential between amino
acids is studied. The stability threshold against mutations is shown to be zero
for random heteropolymers on a lattice in two dimensions, whereas a design
procedure modelling evolution produces a non-zero threshold. We introduce an
evolution-like protein design procedure based on an optimization of the
stability threshold that is shown to naturally ensure thermodynamic stability
as well.
","Michele Vendruscolo|Amos Maritan|Jayanth R. Banavar","","http://arxiv.org/abs/cond-mat/9704167v1","http://arxiv.org/pdf/cond-mat/9704167v1","http://dx.doi.org/10.1103/PhysRevLett.78.3967","4 pages, RevTex, 4 figures included, to appear on Phys. Rev. Lett","","10.1103/PhysRevLett.78.3967","cond-mat.soft","cond-mat.soft|q-bio"
"152","cond-mat/9704227v2","1997-04-28 09:42:31","1997-09-19 17:16:30","Quantitative analysis of a Schaffer collateral model","  Advances in techniques for the formal analysis of neural networks have
introduced the possibility of detailed quantitative analyses of brain
circuitry. This paper applies a method for calculating mutual information to
the analysis of the Schaffer collateral connections between regions CA3 and CA1
of the hippocampus. Attention is given to the introduction of further details
of anatomy and physiology to the calculation: in particular, the distribution
of the number of connections that CA1 neurons receive from CA3, and the graded
nature of the firing-rate distribution in region CA3.
","S Schultz|S Panzeri|ET Rolls|A Treves","","http://arxiv.org/abs/cond-mat/9704227v2","http://arxiv.org/pdf/cond-mat/9704227v2","","Revised version. 16 pages LaTeX, 5 figs. To be published in Baddeley
  et al (Eds) Information Theory and the Brain, Cambridge Univ. Press 1998","","","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"153","cond-mat/9705020v1","1997-05-02 14:09:56","1997-05-02 14:09:56","An exactly solved model of biological evolution","  We reconsider the Eigen's quasi-species model for competing self-reproductive
macromolecules in populations characterized by a single-peaked fitness
landscape. The use of ideas and tools borrowed from polymers theory and
statistical mechanics, allows us to exactly solve the model for generic DNA
lengths d. The mathematical shape of the quasi-species confined around the
master sequence is perturbatively found in powers of 1/d at large d. We
rigorously prove the existence of the error-threshold phenomenon and study the
quasi-species formation in the general context of critical phase transitions in
physics. No sharp transitions exist at any finite d, and at $d\to \infty$ the
transition is of first order. The typical r.m.s. amplitude of a quasi-species
around the master sequence is found to diverge algebraically with exponent
$\nu_{\perp}=1$ at the transition to the delocalized phase in the limit $d\to
\infty$.
","Stefano Galluccio","Institut de Physique Theorique, Universite' de Fribourg, CH","http://arxiv.org/abs/cond-mat/9705020v1","http://arxiv.org/pdf/cond-mat/9705020v1","","36 pages, REVTeX, 4 .eps figures available upon request at
  stefano.galluccio@unifr.ch","","","cond-mat","cond-mat|q-bio"
"154","physics/9705008v2","1997-05-07 10:07:24","1997-10-20 15:32:05","A Simple Model of Evolution with Variable System Size","  A simple model of biological extinction with variable system size is
presented that exhibits a power-law distribution of extinction event sizes. The
model is a generalization of a model recently introduced by Newman (Proc. R.
Soc. Lond. B265, 1605 (1996). Both analytical and numerical analysis show that
the exponent of the power-law distribution depends only marginally on the
growth rate $g$ at which new species enter the system and is equal to the one
of the original model in the limit $g\to\infty$. A critical growth rate $g_c$
can be found below which the system dies out. Under these model assumptions
stable ecosystems can only exist if the regrowth of species is sufficiently
fast.
","C. Wilke|T. Martinetz","Ruhr-Universitaet Bochum|Ruhr-Universitaet Bochum","http://arxiv.org/abs/physics/9705008v2","http://arxiv.org/pdf/physics/9705008v2","http://dx.doi.org/10.1103/PhysRevE.56.7128","5 pages, RevTeX, with 5 figures, revised version accepted for
  publication in Phys. Rev. E","Phys. Rev. E 56:7128-7131 (1997)","10.1103/PhysRevE.56.7128","physics.bio-ph","physics.bio-ph|adap-org|cond-mat.dis-nn|nlin.AO|physics.data-an|q-bio"
"155","patt-sol/9705005v1","1997-05-07 19:04:41","1997-05-07 19:04:41","Unicellular algal growth: A biomechanical approach to cell wall dynamics","  We present a model for unicellular algal growth as motivated by several
experiments implicating the importance of calcium ions and ``loosening''
enzymes in morphogenesis. A growing cell at rest in a diffusive calcium
solution is viewed as an elastic shell on short timescales. For a given turgor
pressure, we calculate the stressed shapes of the wall elements whose elastic
properties are determined by Young's modulus and the thickness of the wall. The
local enzyme concentration then determines the rate at which the unstressed
shape of a wall element relaxes toward its stressed shape. The local wall
thickness is calculated from the calcium-mediated addition of material and
thinning due to elongation. We use this model to calculate growth rates for
small perturbations to a circular cell. We find an instability related to
modulations of the wall thickness, leading to growth rates which peak at a
finite wave number.
","Royce Kam|Herbert Levine","","http://arxiv.org/abs/patt-sol/9705005v1","http://arxiv.org/pdf/patt-sol/9705005v1","http://dx.doi.org/10.1103/PhysRevLett.79.4290","5 pages, 2 embedded figures","","10.1103/PhysRevLett.79.4290","patt-sol","patt-sol|nlin.PS|q-bio"
"156","adap-org/9705004v1","1997-05-14 17:29:58","1997-05-14 17:29:58","Modeling diffusion of innovations with probabilistic cellular automata","  We present a family of one-dimensional cellular automata modeling the
diffusion of an innovation in a population. Starting from simple deterministic
rules, we construct models parameterized by the interaction range and
exhibiting a second-order phase transition. We show that the number of
individuals who eventually keep adopting the innovation strongly depends on
connectivity between individuals.
","Nino Boccara|Henryk Fuks","","http://arxiv.org/abs/adap-org/9705004v1","http://arxiv.org/pdf/adap-org/9705004v1","","17 pages, 5 figures","in ""Cellular Automata: A Parallel Model"", M. Delorme and J.
  Mazoyer (eds.), Kluwer Academic Publishers, Dordrecht (1998)","","adap-org","adap-org|nlin.AO|q-bio"
"157","cond-mat/9705146v2","1997-05-15 09:28:00","1998-01-08 11:59:42","A New Monte Carlo Algorithm for Protein Folding","  We demonstrate that the recently proposed pruned-enriched Rosenbluth method
(P. Grassberger, Phys. Rev. E 56 (1997) 3682) leads to extremely efficient
algorithms for the folding of simple model proteins. We test them on several
models for lattice heteropolymers, and compare to published Monte Carlo
studies. In all cases our algorithms are faster than all previous ones, and in
several cases we find new minimal energy states. In addition to ground states,
our algorithms give estimates for the partition sum at finite temperatures.
","Helge Frauenkron|Ugo Bastolla|Erwin Gerstner|Peter Grassberger|Walter Nadler","HLRZ c/o Forschungszentrum Julich, Germany ;|HLRZ c/o Forschungszentrum Julich, Germany ;|HLRZ c/o Forschungszentrum Julich, Germany ;|HLRZ c/o Forschungszentrum Julich, Germany ;|HLRZ c/o Forschungszentrum Julich, Germany ;","http://arxiv.org/abs/cond-mat/9705146v2","http://arxiv.org/pdf/cond-mat/9705146v2","http://dx.doi.org/10.1103/PhysRevLett.80.3149","4 pages, Latex incl. 3 eps-figs., submitted to Phys. Rev. Lett.,
  revised version with changes in the text","Phys. Rev. Lett. 80 (1998) 3149--3152","10.1103/PhysRevLett.80.3149","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"158","cond-mat/9705182v1","1997-05-19 11:16:44","1997-05-19 11:16:44","Stochastic learning in a neural network with adapting synapses","  We consider a neural network with adapting synapses whose dynamics can be
analitically computed. The model is made of $N$ neurons and each of them is
connected to $K$ input neurons chosen at random in the network. The synapses
are $n$-states variables which evolve in time according to Stochastic Learning
rules; a parallel stochastic dynamics is assumed for neurons. Since the network
maintains the same dynamics whether it is engaged in computation or in learning
new memories, a very low probability of synaptic transitions is assumed. In the
limit $N\to\infty$ with $K$ large and finite, the correlations of neurons and
synapses can be neglected and the dynamics can be analitically calculated by
flow equations for the macroscopic parameters of the system.
","G. Lattanzi|G. Nardulli|G. Pasquariello|S. Stramaglia","","http://arxiv.org/abs/cond-mat/9705182v1","http://arxiv.org/pdf/cond-mat/9705182v1","http://dx.doi.org/10.1103/PhysRevE.56.4567","25 pages, LaTeX file","","10.1103/PhysRevE.56.4567","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"159","cond-mat/9705184v2","1997-05-19 13:28:35","1997-05-20 19:55:32","Folding and Misfolding of Designed Heteropolymer Chains with Mutations","  We study the impact of mutations (changes in amino acid sequence) on the
thermodynamics of simple protein-like heteropolymers consisting of N monomers,
representing the amino acid sequence. The sequence is designed to fold into its
native conformation on a cubic lattice. It is found that quite a large
fraction, between one half and one third of the substitutions, which we call
'cold errors', make important contributions to the dynamics of the folding
process, increasing folding times typically by a factor of two, the altered
chain still folding into the native structure. Few mutations ('hot errors'),
have quite dramatic effects, leading to protein misfolding. Our analysis
reveals that mutations affect primarily the energetics of the native
conformation and to a much lesser extent the ensemble of unfolded
conformations, corroborating the utility of the ``energy gap'' concept for the
analysis of folding properties of protein-like heteropolymers.
","G. Tiana|R. A. Broglia|H. E. Roman|E. Vigezzi|E. Shakhnovich","","http://arxiv.org/abs/cond-mat/9705184v2","http://arxiv.org/pdf/cond-mat/9705184v2","http://dx.doi.org/10.1063/1.475435","12 pages, Latex (Revtex)","","10.1063/1.475435","cond-mat","cond-mat|q-bio"
"160","cond-mat/9705211v1","1997-05-21 13:18:54","1997-05-21 13:18:54","Recovery of Protein Structure from Contact Maps","  We present an efficient algorithm to recover the three dimensional structure
of a protein from its contact map representation. First we show that when a
physically realizable map is used as target, our method generates a structure
whose contact map is essentially similar to the target. Furthermore, the
reconstructed and original structures are similar up to the resolution of the
contact map representation. Next we use non-physical target maps, obtained by
corrupting a physical one; in this case our method essentially recovers the
underlying physical map and structure. Hence our algorithm will help to fold
proteins, using dynamics in the space of contact maps. Finally we investigate
the manner in which the quality of the recovered structure degrades when the
number of contacts is reduced.
","Michele Vendruscolo|Edo Kussell|Eytan Domany","","http://arxiv.org/abs/cond-mat/9705211v1","http://arxiv.org/pdf/cond-mat/9705211v1","","27 pages, RevTex, 12 figures included","","","cond-mat.soft","cond-mat.soft|q-bio"
"161","physics/9705026v1","1997-05-21 20:21:35","1997-05-21 20:21:35","A soluble model of evolution and extinction dynamics in a rugged fitness
  landscape","  We consider a continuum version of a previously introduced and numerically
studied model of macroevolution (PRL 75, 2055, (1995)) in which agents evolve
by an optimization process in a rugged fitness landscape and die due to their
competitive interactions. We first formulate dynamical equations for the
fitness distribution and the survival probability. Secondly we analytically
derive the $t^{-2}$ law which characterizes the life time distribution of
biological genera. Thirdly we discuss other dynamical properties of the model
such as the rate of extinction and conclude with a brief discussion.
","Paolo Sibani","","http://arxiv.org/abs/physics/9705026v1","http://arxiv.org/pdf/physics/9705026v1","http://dx.doi.org/10.1103/PhysRevLett.79.1413","6 pages LaTeX source with 2 figures. Submitted to PRL (Jan. 97)","","10.1103/PhysRevLett.79.1413","physics.bio-ph","physics.bio-ph|cond-mat.stat-mech|q-bio"
"162","cond-mat/9705270v1","1997-05-27 12:16:43","1997-05-27 12:16:43","Neural Networks","  We review the theory of neural networks, as it has emerged in the last ten
years or so within the physics community, emphasizing questions of biological
relevance over those of importance in mathematical statistics and machine
learning theory.
","Heinz Horner|Reimer Kuehn","","http://arxiv.org/abs/cond-mat/9705270v1","http://arxiv.org/pdf/cond-mat/9705270v1","","37 pages, LaTeX, 1 eps figure included, uses epsf and Springer's
  lamuphys style-file, review paper to appear in: ""Intelligence and Artificial
  Intelligence"" (provisional title), edited by U. Ratsch, M. Richter and I.O.
  Stamatescu (Springer, Heidelberg, 1997)","","","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"163","cond-mat/9705309v1","1997-05-30 15:04:14","1997-05-30 15:04:14","Viscosity Dependence of the Folding Rates of Proteins","  The viscosity dependence of the folding rates for four sequences (the native
state of three sequences is a beta-sheet, while the fourth forms an
alpha-helix) is calculated for off-lattice models of proteins. Assuming that
the dynamics is given by the Langevin equation we show that the folding rates
increase linearly at low viscosities \eta, decrease as 1/\eta at large \eta and
have a maximum at intermediate values. The Kramers theory of barrier crossing
provides a quantitative fit of the numerical results. By mapping the simulation
results to real proteins we estimate that for optimized sequences the time
scale for forming a four turn \alpha-helix topology is about 500 nanoseconds,
whereas the time scale for forming a beta-sheet topology is about 10
microseconds.
","D. K. Klimov|D. Thirumalai","","http://arxiv.org/abs/cond-mat/9705309v1","http://arxiv.org/pdf/cond-mat/9705309v1","http://dx.doi.org/10.1103/PhysRevLett.79.317","14 pages, Latex, 3 figures. One figure is also available at
  http://www.glue.umd.edu/~klimov/seq_I_H.html, to be published in Physical
  Review Letters","","10.1103/PhysRevLett.79.317","cond-mat.soft","cond-mat.soft|cond-mat.stat-mech|q-bio"
"164","cond-mat/9706043v1","1997-06-05 15:50:30","1997-06-05 15:50:30","An exact learning algorithm for autoassociative neural networks with
  binary couplings","  Exact solutions for the learning problem of autoassociative networks with
binary couplings are determined by a new method. The use of a branch-and-bound
algorithm leads to a substantial saving of computational time compared with
complete enumeration. As a result, fully connected networks with up to 40
neurons could be investigated. The network capacity is found to be close to
0.83.
","G. Milde|S. Kobe","TU Dresden, Germany|TU Dresden, Germany","http://arxiv.org/abs/cond-mat/9706043v1","http://arxiv.org/pdf/cond-mat/9706043v1","http://dx.doi.org/10.1088/0305-4470/30/7/016","LaTeX (ioplppt style), 5 pages, 2 (LaTeX) pictures","J. Phys. A: Math. Gen. 30 (1997) 2349-2352","10.1088/0305-4470/30/7/016","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"165","cond-mat/9706050v2","1997-06-06 08:52:22","1997-11-06 18:01:37","Elasticity model of a supercoiled DNA molecule","  Within a simple elastic theory, we study the elongation versus force
characteristics of a supercoiled DNA molecule at thermal equilibrium in the
regime of small supercoiling. The partition function is mapped to the path
integral representation for a quantum charged particle in the field of a
magnetic monopole with unquantized charge.
  We show that the theory is singular in the continuum limit and must be
regularised at an intermediate length scale. We find good agreement with
existing experimental data, and point out how to measure the twist rigidity
accurately.
","C. Bouchiat|M. Mezard","","http://arxiv.org/abs/cond-mat/9706050v2","http://arxiv.org/pdf/cond-mat/9706050v2","http://dx.doi.org/10.1103/PhysRevLett.80.1556","Latex, 4 pages. The figure contains new experimental data, giving a
  new determination of the twist rigidity","","10.1103/PhysRevLett.80.1556","cond-mat.soft","cond-mat.soft|q-bio"
"166","cond-mat/9706112v1","1997-06-11 19:03:52","1997-06-11 19:03:52","Time ordering in the evolution of information processing and modulation
  systems","  The ideas of optimization of learning algorithms in Artificial Neural
Networks are reviewed emphasizing generic properties and the online
implementations are interpreted from a biological perspective. A simple model
of the relevant subsidiary variables needed to improve learning in artificial
feedforward networks and the `time ordering' of the appearance of the
respective information processing systems is proposed. We discuss the
possibility that these results might be relevant in other contexts, not being
restricted to the simple models from which they stem. The analysis of a few
examples, which range from the lowest cellular scale to the macroscopic level,
suggests that similar ideas could be applied to biological systems.
","N. Caticha|O. Kinouchi","","http://arxiv.org/abs/cond-mat/9706112v1","http://arxiv.org/pdf/cond-mat/9706112v1","http://dx.doi.org/10.1080/13642819808205049","LaTeX archive, no figures, 10 pages, to appear in Phil. Mag","","10.1080/13642819808205049","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"167","physics/9706018v1","1997-06-11 20:16:41","1997-06-11 20:16:41","Folding pathways of a helix-turn-helix model protein","  A small model polypeptide represented in atomic detail is folded using Monte
Carlo dynamics. The polypeptide is designed to have a native conformation
similar to the central part of the helix-turn-helix protein ROP. Starting from
a beta-strand conformation or two different loop conformations of the protein
glutamine synthetase, six trajectories are generated using the so-called window
move in dihedral angle space. This move changes conformations locally and leads
to realistic, quasi-continuously evolving trajectories. Four of the six
trajectories end in stable native-like conformations. Their folding pathways
show a fast initial development of a helix-bend-helix motif, followed by a
dynamic behaviour predicted by the diffusion-collision model of Karplus and
Weaver. The phenomenology of the pathways is consistent with experimental
results.
","D. Hoffmann|E. W. Knapp","","http://arxiv.org/abs/physics/9706018v1","http://arxiv.org/pdf/physics/9706018v1","","24 pages, LaTeX, 6 figures, to appear in J. Phys. Chem., see also
  chem-ph/9602003","","","physics.bio-ph","physics.bio-ph|cond-mat.soft|physics.chem-ph|q-bio"
"168","cond-mat/9706125v1","1997-06-12 13:09:19","1997-06-12 13:09:19","Protein folding and heteropolymers","  We present a statistical mechanics approach to the protein folding problem.
We first review some of the basic properties of proteins, and introduce some
physical models to describe their thermodynamics. These models rely on a random
heteropolymeric description of these non random biomolecules. Various kinds of
randomness are investigated, and the connection with disordered systems is
discussed. We conclude by a brief study of the dynamics of proteins.
","T. Garel|H. Orland|E. Pitard","","http://arxiv.org/abs/cond-mat/9706125v1","http://arxiv.org/pdf/cond-mat/9706125v1","","57 pages, 7 figures. Uses lprocl.sty (included). To appear in "" Spin
  glasses and random fields "", A.P. Young (ed.), World Scientific","","","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.soft|q-bio"
"169","physics/9706019v1","1997-06-12 13:59:14","1997-06-12 13:59:14","On the codon assignment of chain termination signals and the
  minimization of the effects of frameshift mutations","  It has been suggested that the minimization of the probability for lethal
mutations is a major constraint shaping the genetic code, with the finding that
the genetic code is highly protective against transition mutations. Here, we
show that recent data on polymerase-induced frameshifts provide a rationale for
the codon assignment of chain termination signals (CTS).
","J. -L. Jestin|A. Kempf","","http://arxiv.org/abs/physics/9706019v1","http://arxiv.org/pdf/physics/9706019v1","","4 pages, LaTeX, two tables available from authors","","","physics.bio-ph","physics.bio-ph|q-bio"
"170","cond-mat/9706197v1","1997-06-19 08:50:49","1997-06-19 08:50:49","Wilson renormalization of a reaction-diffusion process","  Healthy and sick individuals (A and B particles) diffuse independently with
diffusion constants D_A and D_B. Sick individuals upon encounter infect healthy
ones (at rate k), but may also spontaneously recover (at rate 1/\tau). The
propagation of the epidemic therefore couples to the fluctuations in the total
population density. Global extinction occurs below a critical value \rho_{c} of
the spatially averaged total density. The epidemic evolves as the
diffusion--reaction--decay process
  A + B --> 2B, B --> A ,
  for which we write down the field theory. The stationary state properties of
this theory when D_A=D_B were obtained by Kree et al. The critical behavior for
D_A<D_B is governed by a new fixed point. We calculate the critical exponents
of the stationary state in an $\eps$ expansion, carried out by Wilson
renormalization, below the critical dimension d_{c}=4. We then go on to to
obtain the critical initial time behavior at the extinction threshold, both for
D_A=D_B and D_A<D_B. There is nonuniversal dependence on the initial particle
distribution. The case D_A>D_B remains unsolved.
","F. van Wijland|K. Oerding|H. J. Hilhorst",":LPTHE Universite de Paris-Sud, France and|:Institut fur Theoretische Physik III, Dusseldorf, Germany|:LPTHE Universite de Paris-Sud, France and","http://arxiv.org/abs/cond-mat/9706197v1","http://arxiv.org/pdf/cond-mat/9706197v1","http://dx.doi.org/10.1016/S0378-4371(97)00603-1","26 pages, LaTeX, 6 .eps figures included","","10.1016/S0378-4371(97)00603-1","cond-mat.stat-mech","cond-mat.stat-mech|q-bio"
"171","physics/9706029v2","1997-06-20 04:34:36","1997-06-22 13:18:33","Distributions of Triplets in Genetic Sequences","  Distributions of triplets in some genetic sequences are examined and found to
be well described by a 2-parameter Markov process with a sparse transition
matrix. The variances of all the relevant parameters are not large, indicating
that most sequences gather in a small region in the parameter space. Different
sequences have very near values of the entropy calculated directly from the
data and the two parameters characterizing the Markov process fitting the
sequence. No relevance with taxonomy or coding/noncoding is clearly observed.
","Yu Shi|Ido Kanter|David Kessler","","http://arxiv.org/abs/physics/9706029v2","http://arxiv.org/pdf/physics/9706029v2","http://dx.doi.org/10.1016/S0378-4371(97)00624-9","revtex, 17pages, 8 figures, submitted to Physica A","","10.1016/S0378-4371(97)00624-9","physics.bio-ph","physics.bio-ph|q-bio"
"172","cond-mat/9706273v1","1997-06-26 20:20:18","1997-06-26 20:20:18","Charge Fluctuation Forces Between Stiff Polyelectrolytes in Salt
  Solution: Pairwise Summability Re-examined","  We formulate low-frequency charge-fluctuation forces between charged
cylinders - parallel or skewed - in salt solution: forces from dipolar van der
Waals fluctuations and those from the correlated monopolar fluctuations of
mobile ions. At high salt concentrations forces are exponentially screened. In
low-salt solutions dipolar energies go as $R^{-5}$ or $R^{-4}$; monopolar
energies vary as $R^{-1}$ or $\ln{R}$, where $R$ is the minimal separation
between cylinders. However, pairwise summability of rod-rod forces is easily
violated in low-salt conditions. Perhaps the most important result is not the
derivation of pair potentials but rather the demonstration that some of these
expressions may not be used for the very problems that originally motivated
their derivation.
","R. Podgornik|V. A. Parsegian","Laboratory of Structural Biology, National Institutes of Health, Bethesda, MD|Laboratory of Structural Biology, National Institutes of Health, Bethesda, MD","http://arxiv.org/abs/cond-mat/9706273v1","http://arxiv.org/pdf/cond-mat/9706273v1","http://dx.doi.org/10.1103/PhysRevLett.80.1560","8 pages and 1 fig in ps format","","10.1103/PhysRevLett.80.1560","cond-mat","cond-mat"
"173","cond-mat/9707021v2","1997-07-02 13:06:38","1998-08-03 18:09:59","Statistical Mechanics of Semiflexible Polymers: Theory and Experiment","  We review the physical properties of macromolecular networks, consisting of
semiflexible polymers such as actin. We start by giving a theoretical analysis
of the conformational statistics and mechanical response of single filaments.
Experimentally relevant quantities such as the end-to-end distribution function
and the force-extension relation are discussed. The results are used to analyze
the elastic modulus of an entangled solution of such objects. We also discuss
the short time and long time (terminal regime) dynamics and compare our results
with recent dynamic light scattering and viscoelastic measurements.
Furthermore, we analyze the elasticity transition in stochastic models of
crosslinked networks.
","Erwin Frey|Klaus Kroy|Jan Wilhelm|Erich Sackmann","","http://arxiv.org/abs/cond-mat/9707021v2","http://arxiv.org/pdf/cond-mat/9707021v2","","16 pages, LaTeX, updated version of a proceedings review which will
  be published in the book ``Dynamical networks in physics and biology'',
  edited by G. Forgacs and D. Beysens, EDP Sciences Springer Verlag","","","cond-mat.soft","cond-mat.soft|cond-mat.stat-mech"
"174","cond-mat/9707040v1","1997-07-03 21:22:15","1997-07-03 21:22:15","Elasticity Theory of a Twisted Stack of Plates","  We present an elastic model of B-form DNA as a stack of thin, rigid plates or
base pairs that are not permitted to deform. The symmetry of DNA and the
constraint of plate rigidity limit the number of bulk elastic constants
contributing to a macroscopic elasticity theory of DNA to four. We derive an
effective twist-stretch energy in terms of the macroscopic stretch epsilon
along and relative excess twist sigma about the DNA molecular axis. In addition
to the bulk stretch and twist moduli found previously, we obtain a
twist-stretch modulus with the following remarkable properties: 1) it vanishes
when the radius of the helical curve following the geometric center of each
plate is zero, 2) it vanishes with the elastic constant K_{23} that couples
compression normal to the plates to a shear strain, if the plates are
perpendicular to the molecular axis, and 3) it is nonzero if the plates are
tilted relative to the molecular axis. This implies that a laminated helical
structure carved out of an isotropic elastic medium will not twist in response
to a stretching force, but an isotropic material will twist if it is bent into
the shape of a helix.
","C. S. O'Hern|Randall D. Kamien|T. C. Lubensky|Philip Nelson","","http://arxiv.org/abs/cond-mat/9707040v1","http://arxiv.org/pdf/cond-mat/9707040v1","http://dx.doi.org/10.1007/s100510050156","19 pages, plain LaTeX, 1 included eps figure","Eur. Phys. J. B 1 (1998) 95","10.1007/s100510050156","cond-mat.soft","cond-mat.soft|q-bio"
"175","adap-org/9707003v1","1997-07-16 22:10:39","1997-07-16 22:10:39","Stochastic calculus: application to dynamic bifurcations and threshold
  crossings","  For the dynamic pitchfork bifurcation in the presence of white noise, the
statistics of the last time at zero are calculated as a function of the noise
level and the rate of change of the parameter. The threshold crossing problem
used, for example, to model the firing of a single cortical neuron is
considered, concentrating on quantities that may be experimentally measurable
but have so far received little attention. Expressions for the statistics of
pre-threshold excursions, occupation density and last crossing time of zero are
compared with results from numerical generation of paths.
","Kalvis M. Jansons|G. D. Lythe","UCL, London|ULB, Brussels","http://arxiv.org/abs/adap-org/9707003v1","http://arxiv.org/pdf/adap-org/9707003v1","http://dx.doi.org/10.1023/A:1023207919293","LaTeX, 34 pages, 7 postscript figures included","J. Stat. Phys (1997)","10.1023/A:1023207919293","adap-org","adap-org|nlin.AO|q-bio"
"176","cond-mat/9707178v2","1997-07-17 09:53:21","1997-10-21 07:37:54","Multifractal analysis of perceptron learning with errors","  Random input patterns induce a partition of the coupling space of a
perceptron into cells labeled by their output sequences. Learning some data
with a maximal error rate leads to clusters of neighboring cells. By analyzing
the internal structure of these clusters with the formalism of multifractals,
we can handle different storage and generalization tasks for lazy students and
absent-minded teachers within one unified approach. The results also allow some
conclusions on the spatial distribution of cells.
","M. Weigt","","http://arxiv.org/abs/cond-mat/9707178v2","http://arxiv.org/pdf/cond-mat/9707178v2","http://dx.doi.org/10.1103/PhysRevE.57.955","11 pages, RevTex, 3 eps figures, version to be published in Phys.
  Rev. E 01Jan98","Phys. Rev E57, 955 (1998)","10.1103/PhysRevE.57.955","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
