"","id","submitted","updated","title","abstract","authors","affiliations","link_abstract","link_pdf","link_doi","comment","journal_ref","doi","primary_category","categories"
"304","cond-mat/9706027v1","1997-06-03 17:45:53","1997-06-03 17:45:53","An investigation of the hidden structure of states in a mean field spin
  glass model","  We study the geometrical structure of the states in the low temperature phase
of a mean field model for generalized spin glasses, the p-spin spherical model.
This structure cannot be revealed by the standard methods, mainly due to the
presence of an exponentially high number of states, each one having a vanishing
weight in the thermodynamic limit. Performing a purely entropic computation,
based on the TAP equations for this model, we define a constrained complexity
which gives the overlap distribution of the states. We find that this
distribution is continuous, non-random and highly dependent on the energy range
of the considered states. Furthermore, we show which is the geometrical shape
of the threshold landscape, giving some insight into the role played by
threshold states in the dynamical behaviour of the system.
","Andrea Cavagna|Irene Giardina|Giorgio Parisi","","http://arxiv.org/abs/cond-mat/9706027v1","http://arxiv.org/pdf/cond-mat/9706027v1","http://dx.doi.org/10.1088/0305-4470/30/20/009","18 pages, 8 PostScript figures, plain TeX","J. Phys. A: Math. Gen. 1997, 30, 7021.","10.1088/0305-4470/30/20/009","cond-mat.dis-nn","cond-mat.dis-nn"
"305","cond-mat/9706028v1","1997-06-03 18:19:50","1997-06-03 18:19:50","Random-field critical scattering at high magnetic concentration in the
  Ising antiferromagnet Fe(0.93)Zn(0.07)F2","  The high magnetic concentration Ising antiferromagnet Fe(0.93)Zn(0.07)F2 does
not exhibit the severe critical scattering hysteresis at low temperatures
observed in all lower concentration samples studied. The system therefore
provides equilibrium neutron scattering line shapes suitable for determining
random-field Ising model critical behavior.
","Z. Slanic|D. P. Belanger|J. A. Fernandez-Baca","","http://arxiv.org/abs/cond-mat/9706028v1","http://arxiv.org/pdf/cond-mat/9706028v1","","6 pages, 3 figures, LaTeX, to be published in proceedings of ICM'97","","","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.stat-mech"
"306","astro-ph/9706037v2","1997-06-04 10:41:52","1997-06-11 12:02:52","The ESO-Sculptor Faint Galaxy Redshift Survey: The Photometric Sample","  We present the photometric sample of a faint galaxy survey carried out in the
southern hemisphere, using CCDs on the 3.60m and NTT-3.5m telescopes at La
Silla (ESO). The survey area is a continuous strip of 0.2 deg x 1.53 deg
located at high galactic latitude (-83 deg) in the Sculptor constellation. The
photometric survey provides total magnitudes in the bands B, V (Johnson) and R
(Cousins) to limiting magnitudes of 24.5, 24.0, 23.5 respectively. To these
limits, the catalog contains about 9500, 12150, 13000 galaxies in B, V, R bands
respectively and is the first large digital multi-colour photometric catalog at
this depth. This photometric survey also provides the entry catalog for a
fully-sampled redshift survey of ~ 700 galaxies with R < 20.5 (Bellanger et al.
1995). In this paper, we describe the photometric observations and the steps
used in the data reduction. The analysis of objects and the star-galaxy
separation with a neural network are performed using SExtractor, a new
photometric software developed by E. Bertin (1996). The photometric accuracy of
the resulting catalog is ~ 0.05 mag for R < 22. The differential galaxy number
counts in B, V, R are in good agreement with previously published CCD studies
and confirm the evidence for significant evolution at faint magnitudes as
compared to a standard non evolving model (by factors 3.6, 2.6, 2.1). The
galaxy colour distributions B-R, B-V of our sample show a blueing trend of ~
0.5 mag between 21 < R < 23.5 in contrast to the V-R colour distribution where
no significant evolution is observed.
","S. Arnouts|V. de Lapparent|G. Mathez|A. Mazure|Y. Mellier|E. Bertin|A. Kruszewski","Inst. Astr. Paris|Inst. Astr. Paris|Obs. Midi-Pyr. Toulouse|Lab. Astron. Spat.|Inst. Astr. Paris|Inst. Astr. Paris, ESO|Warsaw Univ. Obs.","http://arxiv.org/abs/astro-ph/9706037v2","http://arxiv.org/pdf/astro-ph/9706037v2","http://dx.doi.org/10.1051/aas:1997187","LATEX, 18 Postscript figures, 20 pages. To appear July 1997. Modified
  version of article. Abstract corrected for missing line","Astro. & Astroph. Suppl. 124 (1997) 1-21","10.1051/aas:1997187","astro-ph","astro-ph"
"307","cond-mat/9706042v1","1997-06-05 15:28:58","1997-06-05 15:28:58","Experiments on the random field Ising model","  New advances in experiments on the random-field Ising model, as realized in
dilute antiferromagnets, have brought us much closer to a full characterization
of the static and dynamic critical behavior of the unusual phase transition in
three dimensions (d=3). The most important experiments that have laid the
ground work for our present understanding are reviewed. Comparisons of the data
with Monte Carlo simulations of the d=3 critical behavior are made. We review
the current experimental understanding of the destroyed d=2 transition and the
experiments exploring the d=2 metastability at low T. Connections to theories
most relevant to the interpretations of all the experiments are discussed.
","D. P. Belanger","","http://arxiv.org/abs/cond-mat/9706042v1","http://arxiv.org/pdf/cond-mat/9706042v1","","25 pages, 5 figures, LaTeX, to be published in World Scientific ""Spin
  Glasses and Random Fields"", ed. A. P. Young","","","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.stat-mech"
"308","cond-mat/9706043v1","1997-06-05 15:50:30","1997-06-05 15:50:30","An exact learning algorithm for autoassociative neural networks with
  binary couplings","  Exact solutions for the learning problem of autoassociative networks with
binary couplings are determined by a new method. The use of a branch-and-bound
algorithm leads to a substantial saving of computational time compared with
complete enumeration. As a result, fully connected networks with up to 40
neurons could be investigated. The network capacity is found to be close to
0.83.
","G. Milde|S. Kobe","TU Dresden, Germany|TU Dresden, Germany","http://arxiv.org/abs/cond-mat/9706043v1","http://arxiv.org/pdf/cond-mat/9706043v1","http://dx.doi.org/10.1088/0305-4470/30/7/016","LaTeX (ioplppt style), 5 pages, 2 (LaTeX) pictures","J. Phys. A: Math. Gen. 30 (1997) 2349-2352","10.1088/0305-4470/30/7/016","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"309","cond-mat/9706055v1","1997-06-06 13:49:10","1997-06-06 13:49:10","Quantum Disordered Systems with a Direction","  Models of disorder with a direction (constant imaginary vector-potential) are
considered. These non-Hermitian models can appear as a result of computation
for models of statistical physics using transfer matrix technique or describe
non-equilibrium processes. Eigenenergies of non-Hermitian Hamiltonians are not
necessarily real and a joint probability density function of complex
eigenvalues can characterize basic properties of the systems. This function is
studied using the supersymmetry technique and a supermatrix $\sigma$-model is
derived. The $\sigma$-model differs from already known by a new term. The
zero-dimensional version of the $\sigma$-model turns out to be the same as that
obtained recently for ensembles of random weakly non-Hermitian or asymmetric
real matrices. Using a new parametrization for the supermatrix $Q$ the density
of complex eigenvalues is calculated in $0D$ for both the unitary and
orthogonal ensembles. The function is drastically different in these two cases.
It is everywhere smooth for the unitary ensemble but has a $\delta$-functional
contribution for the orthogonal one. This anomalous part means that a finite
portion of eigenvalues remains real at any degree of the non-Hermiticity. All
details of the calculations are presented.
","K. B. Efetov","","http://arxiv.org/abs/cond-mat/9706055v1","http://arxiv.org/pdf/cond-mat/9706055v1","http://dx.doi.org/10.1103/PhysRevB.56.9630","37 pages, Latex, the manuscript has been submitted to Phys.Rev.B on
  April 10","","10.1103/PhysRevB.56.9630","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.mes-hall"
"310","cond-mat/9706062v1","1997-06-06 15:47:22","1997-06-06 15:47:22","Combinatorics of Feynman Diagrams for the Problems with Gaussian Random
  Field","  The algorithm to calculate the generating function for the number of
``skeleton'' diagrams for the irreducible self-energy and vertex parts is
derived for the problems with Gaussian random fields. We find an exact
recurrence relation determining the number of diagrams for any given order of
perturbation theory, as well as its asymptotics for the large order limit.
These results are applied to the analysis of the problem of an electron in the
Gaussian random field with the ``white-noise'' correlation function. Assuming
the equality of all ``skeleton'' diagrams for the self-energy part in the given
order of perturbation theory, we construct the closed integral equation for the
one-particle Green's function, with its kernel defined by the previously
introduced generating function. Our analysis demonstrate that this
approximation gives the qualitatively correct form of the localized states
``tail'' in the density of states in the region of negative energies and is
apparently quite satisfactory in the most interesting region of strong
scattering close to the former band-edge, where we can derive the asymptotics
of the Green's function and density of states in the limit of very strong
scattering.
","E. Z. Kuchinskii|M. V. Sadovskii","","http://arxiv.org/abs/cond-mat/9706062v1","http://arxiv.org/pdf/cond-mat/9706062v1","http://dx.doi.org/10.1134/1.558437","23 pages, 6 figures, RevTeX 3.0, Postscript figures attached,
  Submitted to JETP","JETP 86 (1998) 367","10.1134/1.558437","cond-mat.dis-nn","cond-mat.dis-nn|hep-th"
"311","cond-mat/9706069v1","1997-06-06 21:33:38","1997-06-06 21:33:38","Delocalization Transition via Supersymmetry in one Dimension","  We use supersymmetric (SUSY) methods to study the delocalization transition
at zero energy in a one-dimensional tight-binding model of spinless fermions
with particle-hole symmetric disorder. Like the McCoy-Wu random
transverse-field Ising model to which it is related, the fermionic problem
displays two different correlation lengths for typical and mean correlations.
Using the SUSY technique, mean correlators are obtained as quantum mechanical
expectation values for an U(2|1,1) ``superspin''. In the scaling limit, this
quantum mechanics is closely related to a 0+1-dimensional Liouville theory,
allowing an interpretation of the results in terms of simple properties of the
zero-energy wavefunctions. Our primary results are the exact two-parameter
scaling functions for the mean single-particle Green's functions. We also show
how the Liouville quantum mechanics approach can be extended to obtain the full
set of multifractal scaling exponents \tau(q), y(q) at criticality. A thorough
understanding of the unusual features of the present theory may be useful in
applying SUSY to other delocalization transitions.
","Leon Balents|Matthew P. A. Fisher","ITP, UCSB|ITP, UCSB","http://arxiv.org/abs/cond-mat/9706069v1","http://arxiv.org/pdf/cond-mat/9706069v1","http://dx.doi.org/10.1103/PhysRevB.56.12970","25 pages, 2 figures","","10.1103/PhysRevB.56.12970","cond-mat.mes-hall","cond-mat.mes-hall|cond-mat.dis-nn"
"312","cond-mat/9706075v1","1997-06-08 14:15:47","1997-06-08 14:15:47","Dynamical heterogeneities in a supercooled Lennard-Jones liquid","  We present the results of a large scale molecular dynamics computer
simulation study in which we investigate whether a supercooled Lennard-Jones
liquid exhibits dynamical heterogeneities. We evaluate the non-Gaussian
parameter for the self part of the van Hove correlation function and use it to
identify ``mobile'' particles. We find that these particles form clusters whose
size grows with decreasing temperature. We also find that the relaxation time
of the mobile particles is significantly shorter than that of the bulk, and
that this difference increases with decreasing temperature.
","Walter Kob|Claudio Donati|Steven J. Plimpton|Peter H. Poole|Sharon C. Glotzer","Mainz|NIST|Sandia|London, CA|NIST","http://arxiv.org/abs/cond-mat/9706075v1","http://arxiv.org/pdf/cond-mat/9706075v1","http://dx.doi.org/10.1103/PhysRevLett.79.2827","8 pages of RevTex, 4 ps figures","Phys. Rev. Lett. 79, 2827 (1997)","10.1103/PhysRevLett.79.2827","cond-mat.dis-nn","cond-mat.dis-nn"
"313","cond-mat/9706080v1","1997-06-09 13:39:15","1997-06-09 13:39:15","Metastates in the Hopfield model in the replica symmetric regime","  We study the finite dimensional marginals of the Gibbs measure in the
Hopfield model at low temperature when the number of patterns, $M$, is
proportional to the volume with a sufficiently small proportionality constant
$\a>0$. It is shown that even when a single pattern is selected (by a magnetic
field or by conditioning), the marginals do not converge almost surely, but
only in law. The corresponding limiting law is constructed explicitly. We fit
our result in the recently proposed language of ``metastates'' which we discuss
in some length. As a byproduct, in a certain regime of the parameters $\a$ and
$\b$ (the inverse temperature), we also give a simple proof of Talagrand's [T1]
recent result that the replica symmetric solution found by Amit, Gutfreund, and
Sompolinsky [AGS] can be rigorously justified.
","Anton Bovier|Veronique Gayrard","","http://arxiv.org/abs/cond-mat/9706080v1","http://arxiv.org/pdf/cond-mat/9706080v1","","41pp, plain TEX","","","cond-mat.dis-nn","cond-mat.dis-nn"
"314","cond-mat/9706089v1","1997-06-10 08:20:22","1997-06-10 08:20:22","Low-frequency Raman scattering in model disordered solids: percolators
  above threshold","  The Raman coupling coefficients of site- and bond-percolators at
concentration higher than percolation threshold are computed for two scattering
mechanisms: Bond Polarizability (BPOL) and Dipole-Induced-Dipole (DID). The
results show that DID does not follow a scaling law at low frequency, while in
the case of BPOL the situation is less clear. The numerically computed
frequency dependence in the case of BPOL, which can be considered a good
scattering mechanism for a wide class of real glasses, is in semiquantitative
agreement with experimental results.
","O. Pilla|G. Viliani|R. DellAnna|G. Ruocco","Universita' di Trento|Universita' di Trento|Universita' dell'Aquila|Universita' dell'Aquila","http://arxiv.org/abs/cond-mat/9706089v1","http://arxiv.org/pdf/cond-mat/9706089v1","http://dx.doi.org/10.1016/S0378-4371(97)00391-9","10 pages, Revtex, 3 figures available from the authors, submitted to
  Physica A","","10.1016/S0378-4371(97)00391-9","cond-mat.dis-nn","cond-mat.dis-nn"
"315","cond-mat/9706096v1","1997-06-10 16:48:36","1997-06-10 16:48:36","Random Mass Dirac Fermions in Doped Spin-Peierls and Spin-Ladder
  systems: One-Particle Properties and Boundary Effects","  Quasi-one-dimensional spin-Peierls and spin-ladder systems are characterized
by a gap in the spin-excitation spectrum, which can be modeled at low energies
by that of Dirac fermions with a mass. In the presence of disorder these
systems can still be described by a Dirac fermion model, but with a random
mass. Some peculiar properties, like the Dyson singularity in the density of
states, are well known and attributed to creation of low-energy states due to
the disorder. We take one step further and study single-particle correlations
by means of Berezinskii's diagram technique. We find that, at low energy
$\epsilon$, the single-particle Green function decays in real space like
$G(x,\epsilon) \propto (1/x)^{3/2}$. It follows that at these energies the
correlations in the disordered system are strong -- even stronger than in the
pure system without the gap. Additionally, we study the effects of boundaries
on the local density of states. We find that the latter is logarithmically (in
the energy) enhanced close to the boundary. This enhancement decays into the
bulk as $1/\sqrt{x}$ and the density of states saturates to its bulk value on
the scale $L_\epsilon \propto \ln^2 (1/\epsilon)$. This scale is different from
the Thouless localization length $\lambda_\epsilon\propto\ln (1/\epsilon)$. We
also discuss some implications of these results for the spin systems and their
relation to the investigations based on real-space renormalization group
approach.
","M. Steiner|M. Fabrizio|Alexander O. Gogolin","","http://arxiv.org/abs/cond-mat/9706096v1","http://arxiv.org/pdf/cond-mat/9706096v1","http://dx.doi.org/10.1103/PhysRevB.57.8290","26 pages, LaTex, 9 PS figures included","","10.1103/PhysRevB.57.8290","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.str-el"
"316","cond-mat/9706084v2","1997-06-10 22:29:16","1997-10-20 19:51:39","Exact calculation of multifractal exponents of the critical wave
  function of Dirac fermions in a random magnetic field","  The multifractal scaling exponents are calculated for the critical wave
function of a two-dimensional Dirac fermion in the presence of a random
magnetic field. It is shown that the problem of calculating the multifractal
spectrum maps into the thermodynamics of a static particle in a random
potential. The multifractal exponents are simply given in terms of
thermodynamic functions, such as free energy and entropy, which are argued to
be self-averaging in the thermodynamic limit. These thermodynamic functions are
shown to coincide exactly with those of a Generalized Random Energy Model, in
agreement with previous results obtained using Gaussian field theories in an
ultrametric space.
","Horacio E. Castillo|Claudio de C. Chamon|Eduardo Fradkin|Paul M. Goldbart|Christopher Mudry","","http://arxiv.org/abs/cond-mat/9706084v2","http://arxiv.org/pdf/cond-mat/9706084v2","http://dx.doi.org/10.1103/PhysRevB.56.10668","11 pages, REVTEX, manuscript as published in Phys. Rev. B, minor
  changes with respect to first version","Phys. Rev. B56, 10668 (1997)","10.1103/PhysRevB.56.10668","cond-mat.mes-hall","cond-mat.mes-hall|cond-mat.dis-nn|cond-mat.stat-mech"
"317","cond-mat/9706107v1","1997-06-11 15:01:27","1997-06-11 15:01:27","Anderson-localization versus delocalization of interacting fermions in
  one dimension","  Using the density matrix renormalization group algorithm, we investigate the
lattice model for spinless fermions in one dimension in the presence of a
strong interaction and disorder. The phase sensitivity of the ground state
energy is determined with high accuracy for systems up to a size of 60 lattice
constants. This quantity is found to be log-normally distributed. The
fluctuations grow algebraically with system size with a universal exponent of
~2/3 in the localized region of the phase diagram. Surprizingly, we find, for
an attractive interaction, a delocalized phase of finite extension. The
boundary of this delocalized phase is determined.
","P. Schmitteckert|T. Schulze|C. Schuster|P. Schwab|U. Eckern","","http://arxiv.org/abs/cond-mat/9706107v1","http://arxiv.org/pdf/cond-mat/9706107v1","http://dx.doi.org/10.1103/PhysRevLett.80.560","5 pages, 6 figures, revtex","Phys. Rev. Lett. 80, 560 (1998)","10.1103/PhysRevLett.80.560","cond-mat.str-el","cond-mat.str-el|cond-mat.dis-nn|cond-mat.mes-hall"
"318","cond-mat/9706112v1","1997-06-11 19:03:52","1997-06-11 19:03:52","Time ordering in the evolution of information processing and modulation
  systems","  The ideas of optimization of learning algorithms in Artificial Neural
Networks are reviewed emphasizing generic properties and the online
implementations are interpreted from a biological perspective. A simple model
of the relevant subsidiary variables needed to improve learning in artificial
feedforward networks and the `time ordering' of the appearance of the
respective information processing systems is proposed. We discuss the
possibility that these results might be relevant in other contexts, not being
restricted to the simple models from which they stem. The analysis of a few
examples, which range from the lowest cellular scale to the macroscopic level,
suggests that similar ideas could be applied to biological systems.
","N. Caticha|O. Kinouchi","","http://arxiv.org/abs/cond-mat/9706112v1","http://arxiv.org/pdf/cond-mat/9706112v1","http://dx.doi.org/10.1080/13642819808205049","LaTeX archive, no figures, 10 pages, to appear in Phil. Mag","","10.1080/13642819808205049","cond-mat.dis-nn","cond-mat.dis-nn|q-bio"
"319","cond-mat/9706125v1","1997-06-12 13:09:19","1997-06-12 13:09:19","Protein folding and heteropolymers","  We present a statistical mechanics approach to the protein folding problem.
We first review some of the basic properties of proteins, and introduce some
physical models to describe their thermodynamics. These models rely on a random
heteropolymeric description of these non random biomolecules. Various kinds of
randomness are investigated, and the connection with disordered systems is
discussed. We conclude by a brief study of the dynamics of proteins.
","T. Garel|H. Orland|E. Pitard","","http://arxiv.org/abs/cond-mat/9706125v1","http://arxiv.org/pdf/cond-mat/9706125v1","","57 pages, 7 figures. Uses lprocl.sty (included). To appear in "" Spin
  glasses and random fields "", A.P. Young (ed.), World Scientific","","","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.soft|q-bio"
"320","cond-mat/9706127v1","1997-06-12 14:26:28","1997-06-12 14:26:28","Mobility Edge and Level Statistics of Random Tight-Binding Hamiltonians","  The energy level spacing distribution of a tight-binding hamiltonian is
monitored across the mobility edge for a fixed disorder strength. Any mixing of
extended and localized levels is avoided in the configurational averages, thus
approaching the critical point very closely and with high energy resolution. By
finite size scaling the method is shown to provide a very accurate estimate of
the mobility edge and of the critical exponent for a cubic lattice with
lorentzian distributed diagonal disorder. Since no averaging in wide energy
windows is required, the method appears as a powerful tool for locating the
mobility edges in more complex models of real physical systems.
","Fabio Siringo|Giovanni Piccitto","Dipartimento di Fisica dell' Universita' di Catania, Italy|Dipartimento di Fisica dell' Universita' di Catania, Italy","http://arxiv.org/abs/cond-mat/9706127v1","http://arxiv.org/pdf/cond-mat/9706127v1","http://dx.doi.org/10.1088/0305-4470/31/28/012","13 pages, TeX, 2 PostScript figures","","10.1088/0305-4470/31/28/012","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.stat-mech"
"321","patt-sol/9706003v1","1997-06-13 09:31:41","1997-06-13 09:31:41","Asymptotic description of transients and synchronized states of globally
  coupled oscillators","  A two-time scale asymptotic method has been introduced to analyze the
multimodal mean-field Kuramoto-Sakaguchi model of oscillator synchronization in
the high-frequency limit. The method allows to uncouple the probability density
in different components corresponding to the different peaks of the oscillator
frequency distribution. Each component evolves toward a stationary state in a
comoving frame and the overall order parameter can be reconstructed by
combining them. Synchronized phases are a combination of traveling waves and
incoherent solutions depending on parameter values. Our results agree very well
with direct numerical simulations of the nonlinear Fokker-Planck equation for
the probability density. Numerical results have been obtained by finite
differences and a spectral method in the particular case of bimodal (symmetric
and asymmetric) frequency distribution with or without external field. We also
recover in a very easy and intuitive way the only other known analytical
results: those corresponding to reflection-symmetric bimodal frequency
distributions near bifurcation points.
","J. A. Acebron|L. L. Bonilla","","http://arxiv.org/abs/patt-sol/9706003v1","http://arxiv.org/pdf/patt-sol/9706003v1","http://dx.doi.org/10.1016/S0167-2789(97)00197-8","Revtex,12 pag.,9 fig.;submitted to Physica D","","10.1016/S0167-2789(97)00197-8","patt-sol","patt-sol|adap-org|cond-mat.dis-nn|nlin.AO|nlin.PS"
"322","cond-mat/9706137v1","1997-06-13 14:00:55","1997-06-13 14:00:55","Electronic transport in a series of multiple arbitrary tunnel junctions","  Monte Carlo simulations and an analytical approach within the framework of a
semiclassical model are presented which permit the determination of Coulomb
blockade and single electron charging effects for multiple tunnel junctions
coupled in series. The Coulomb gap in the I(V) curves can be expressed as a
simple function of the capacitances in the series. Furthermore, the magnitude
of the differential conductivity at current onset is calculated in terms of the
model. The results are discussed with respect to the number of junctions.
","U. E. Volmar|U. Weber|R. Houbertz|U. Hartmann","","http://arxiv.org/abs/cond-mat/9706137v1","http://arxiv.org/pdf/cond-mat/9706137v1","http://dx.doi.org/10.1016/S0921-4526(97)00414-6","3 figures, revtex","","10.1016/S0921-4526(97)00414-6","cond-mat.mes-hall","cond-mat.mes-hall|cond-mat.dis-nn|cond-mat.str-el"
"323","cond-mat/9706141v1","1997-06-13 16:41:31","1997-06-13 16:41:31","Airline Crew Scheduling Using Potts Mean Field Techniques","  A novel method is presented and explored within the framework of Potts neural
networks for solving optimization problems with a non-trivial topology, with
the airline crew scheduling problem as a target application. The key ingredient
to handle the topological complications is a propagator defined in terms of
Potts neurons. The approach is tested on artificial problems generated with two
real-world problems as templates. The results are compared against the
properties of the corresponding unrestricted problems. The latter are subject
to a detailed analysis in a companion paper [LU TP 97-11]. Very good results
are obtained for a variety of problem sizes. The computer time demand for the
approach only grows like (number of flights)^3. A realistic problem typically
is solved within minutes, partly due to a prior reduction of the problem size,
based on an analysis of the local arrival/departure structure at the single
airports.
  To facilitate the reading for audiences not familiar with Potts neurons and
mean field techniques, a brief review is given of recent advances in their
application to resource allocation problems.
","M. Lagerholm|C. Peterson|B. Soderberg","Theoretical Physics, Lund U.|Theoretical Physics, Lund U.|Theoretical Physics, Lund U.","http://arxiv.org/abs/cond-mat/9706141v1","http://arxiv.org/pdf/cond-mat/9706141v1","","24 pages LaTeX, 8 ps figures","","","cond-mat.dis-nn","cond-mat.dis-nn|hep-lat"
"324","cond-mat/9706142v1","1997-06-13 17:04:18","1997-06-13 17:04:18","Statistical Properties of Unrestricted Crew Scheduling Problems","  A statistical analysis is performed for a random unrestricted local crew
scheduling problem, expressed in terms of pairing arrivals with departures. The
analysis is aimed at understanding the structure of similar problems with
global restrictions, and estimating their difficulty. The methods developed are
of a general nature and can be of use in other problems with a similar
structure. For large random problems, the ground-state energy scales like
\sqrt{N} and the average excitation like N, where N is the number of
arrivals/departures. The average ground-state degeneracy is such that the
probability of hitting an optimal pairing by chance scales like 2N2^{-N} for
large N. By insisting on the local ground-state energy for a restricted
problem, airports can be split into smaller parts, and the state space reduced
by typically a factor ~ 2^{N_a}, with N_a the total number of airports.
","M. Lagerholm|C. Peterson|B. Soderberg","Theoretical Physics, Lund U.|Theoretical Physics, Lund U.|Theoretical Physics, Lund U.","http://arxiv.org/abs/cond-mat/9706142v1","http://arxiv.org/pdf/cond-mat/9706142v1","","15 pages LaTeX, 2 ps figures","","","cond-mat.dis-nn","cond-mat.dis-nn|hep-lat"
"325","patt-sol/9706005v1","1997-06-16 11:45:11","1997-06-16 11:45:11","Time-periodic phases in populations of nonlinearly coupled oscillators
  with bimodal frequency distributions","  The mean field Kuramoto model describing the synchronization of a population
of phase oscillators with a bimodal frequency distribution is analyzed (by the
method of multiple scales) near regions in its phase diagram corresponding to
synchronization to phases with a time periodic order parameter. The richest
behavior is found near the tricritical point were the incoherent, stationarily
synchronized, ``traveling wave'' and ``standing wave'' phases coexist. The
behavior near the tricritical point can be extrapolated to the rest of the
phase diagram. Direct Brownian simulation of the model confirms our findings.
","L. L. Bonilla|C. J. Perez Vicente|R. Spigler","","http://arxiv.org/abs/patt-sol/9706005v1","http://arxiv.org/pdf/patt-sol/9706005v1","http://dx.doi.org/10.1016/S0167-2789(97)00187-5","Revtex,16 pag.,10 fig., submitted to Physica D","","10.1016/S0167-2789(97)00187-5","patt-sol","patt-sol|cond-mat.dis-nn|nlin.PS"
"326","cond-mat/9706164v2","1997-06-16 20:53:59","1997-07-02 20:10:05","Bound states and impurity averaging in unconventional superconductors","  The question of anomalous transport due to a band of impurity states in
unconventional superconductors is discussed. In general, the bound state
energies are not in midgap, even in the unitarity limit. This implies that,
generically, the states associated with impurities are broad resonances, not
true bound states. There is no impurity band in the usual sense of the phrase.
The wavefunctions of these resonances possess interesting anisotropies in real
space, but this does not result in anomalous hopping between impurities. I
conclude that the system of resonances produces no qualitative modifications to
the T-matrix theory with impurity averaging which is normally used to treat the
low-temperature transport of unconventional superconductors. However, users of
this method often assume a density of states which is symmetric around the
chemical potential. This is not normally the case. It is found that the
non-crossing approximation is not valid in a strictly two-dimensional system.
","Robert Joynt","","http://arxiv.org/abs/cond-mat/9706164v2","http://arxiv.org/pdf/cond-mat/9706164v2","http://dx.doi.org/10.1007/BF02435491","This version contains all 11 figures and has them correctly numbered","","10.1007/BF02435491","cond-mat.supr-con","cond-mat.supr-con|cond-mat.dis-nn"
"327","cond-mat/9706174v2","1997-06-17 17:32:50","1998-04-10 07:49:16","A simple physical model of liquid-glass transition: intrinsic
  fluctuating interactions and random fields hidden in glass-forming liquids","  We propose that glass-forming liquids are intrinsically under the influences
of both fluctuating interactions and random fields well-known in the field of
spin systems. This is due to the frustration between the isotropic and
anisotropic parts of effective intermolecular interactions. Our model indicates
the existence of two key temperatures relevant to glass transition, the density
ordering point T^*_m and the Vogel-Fulcher temperature T_0. Between T^*_m and
T_0, a system has features similar to the `Griffiths phase', while below $T_0$
it has those peculiar to the `spin-glass phase'. This picture naturally and
universally explains vitrification behavior from its strong to fragile limit.
","Hajime Tanaka","Cavendish Laboratory & University of Tokyo","http://arxiv.org/abs/cond-mat/9706174v2","http://arxiv.org/pdf/cond-mat/9706174v2","http://dx.doi.org/10.1088/0953-8984/10/14/001","RevTex, 6 pages, 2 figures, Revised version","J. Phys.: Condens. Matter 10 (1998), L207-L214","10.1088/0953-8984/10/14/001","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.mtrl-sci"
"328","cond-mat/9706185v1","1997-06-18 16:45:30","1997-06-18 16:45:30","Kinetic Theory Approach to the SK Spin Glass Model with Glauber Dynamics","  I present a new method to analyze Glauber dynamics of the
Sherrington-Kirkpatrick (SK) spin glass model. The method is based on ideas
used in the classical kinetic theory of fluids. I apply it to study spin
correlations in the high temperature phase ($T\ge T_c$) of the SK model at zero
external field. The zeroth order theory is equivalent to a disorder dependent
local equilibrium approximation. Its predictions agree well with computer
simulation results. The first order theory involves coupled evolution equations
for the spin correlations and the dynamic (excess) parts of the local field
distributions. It accounts qualitatively for the error made in the zeroth
approximation.
","Grzegorz Szamel","","http://arxiv.org/abs/cond-mat/9706185v1","http://arxiv.org/pdf/cond-mat/9706185v1","http://dx.doi.org/10.1088/0305-4470/30/16/015","accepted for publication in Journal of Physics A","","10.1088/0305-4470/30/16/015","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.stat-mech"
"329","cond-mat/9706206v1","1997-06-20 05:17:25","1997-06-20 05:17:25","Tricritical behavior of random systems with a coupling to a
  nonfluctuating parameter","  The influence of disordering upon critical behavior of the system with hidden
degrees of freedom is considered. It is shown that there is a tricritical
behavior in the constrained system, while in the unconstrained system only
phase transitions of the second order occur.
","Y. N. Skryabin|A. V. Shchanov","","http://arxiv.org/abs/cond-mat/9706206v1","http://arxiv.org/pdf/cond-mat/9706206v1","http://dx.doi.org/10.1016/S0375-9601(97)00496-9","8 pages, latex, 4 figures; to appear in Physics Letters A","","10.1016/S0375-9601(97)00496-9","cond-mat.dis-nn","cond-mat.dis-nn|cond-mat.stat-mech"
