veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat,veh_value_2,valcat
1.67,.449007529088703,0,0,0,STNWG,2,M,B,2,2.7889,1
.53,.547570157425071,0,0,0,HBACK,4,M,C,4,.2809,1
1.51,.54209445585002,0,0,0,HBACK,2,M,C,6,2.2801,1
.83,.547570157425071,0,0,0,SEDAN,4,F,C,6,.6889,1
1.71,.761122518815682,0,0,0,SEDAN,2,F,D,3,2.9241,1
2.33,.547570157425071,0,0,0,HBACK,3,M,F,3,5.4289,1
6.58,.54209445585002,0,0,0,STNWG,1,M,C,5,43.2964,3
.41,.54209445585002,0,0,0,SEDAN,4,M,B,5,.1681,1
1.53,.451745379876229,0,0,0,HBACK,2,F,B,5,2.3409,1
.9,.449007529088703,0,0,0,HBACK,3,F,A,2,.81,1
1.7,.824093086921494,0,0,0,TRUCK,3,M,B,5,2.89,1
1.21,.547570157425071,0,0,0,SEDAN,4,M,B,6,1.4641,1
1.86,.454483230663755,0,0,0,HBACK,2,M,A,3,3.4596,1
.6,.544832306637545,0,0,0,SEDAN,4,M,E,6,.36,1
1.93,.547570157425071,0,0,0,STNWG,4,F,C,6,3.7249,1
.96,.268309377137484,0,0,0,SEDAN,4,F,A,4,.9216,1
.35,.544832306637545,0,0,0,SEDAN,4,M,E,4,.1225,1
.97,.429842573579663,0,0,0,SEDAN,3,F,B,5,.9409,1
3.11,.0301163586582334,0,0,0,UTE,2,F,E,2,9.6721,2
1.41,.769336071178259,0,0,0,HBACK,1,F,D,3,1.9881,1
1.85,.454483230663755,0,0,0,SEDAN,3,F,C,3,3.4225,1
1.82,.131416837780819,0,0,0,SEDAN,2,F,B,6,3.3124,1
2.15,.0246406570840918,0,0,0,SEDAN,1,M,E,3,4.6225,1
.72,.544832306637545,0,0,0,HBACK,3,F,C,4,.5184,1
.51,.544832306637545,0,0,0,HBACK,4,F,C,2,.2601,1
1.45,.391512662557943,0,0,0,STNWG,4,F,E,2,2.1025,1
2.61,.54209445585002,0,0,0,SEDAN,3,F,C,5,6.8121,2
.41,.54209445585002,0,0,0,SEDAN,4,F,C,3,.1681,1
2.02,.290212183434051,0,0,0,SEDAN,1,M,B,3,4.0804,1
3.47,.451745379876229,0,0,0,TRUCK,2,F,C,2,12.0409,2
.44,.547570157425071,0,0,0,STNWG,4,M,C,3,.1936,1
.55,.451745379876229,0,0,0,HBACK,4,F,C,4,.3025,1
3.52,.350444900751427,0,0,0,STNWG,2,M,C,5,12.3904,2
.87,.547570157425071,0,0,0,HBACK,3,F,C,6,.7569,1
1.23,.454483230663755,0,0,0,SEDAN,3,F,C,2,1.5129,1
2.79,.424366872004612,0,0,0,STNWG,3,F,D,2,7.7841,2
.7,.54209445585002,0,0,0,SEDAN,4,F,C,6,.49,1
2.33,.1806981519494,0,0,0,SEDAN,2,M,C,5,5.4289,1
1.14,.440793976726127,0,0,0,STNWG,3,M,C,4,1.2996,1
2.92,.202600958245966,0,0,0,STNWG,1,F,D,4,8.5264,2
3.8,.0465434633811128,0,0,0,STNWG,1,M,D,6,14.44,2
1.93,.457221081447642,0,0,0,SEDAN,2,M,C,3,3.7249,1
.74,.383299110195367,0,0,0,SEDAN,4,F,B,6,.5476,1
1.66,.54209445585002,0,0,0,SEDAN,2,F,C,5,2.7556,1
1.19,.457221081447642,0,0,0,UTE,4,M,C,6,1.4161,1
3.52,.547570157425071,0,0,0,STNWG,2,F,D,5,12.3904,2
2.13,.175222450376168,0,0,0,STNWG,4,F,F,2,4.5369,1
1.19,.999315537295843,1,1,1408.5299987793,STNWG,4,F,C,4,1.4161,1
1.04,.547570157425071,0,0,0,HBACK,3,F,E,4,1.0816,1
3.06,.550308008212596,0,0,0,TRUCK,2,F,F,3,9.3636,2
3.08,.547570157425071,0,0,0,STNWG,1,F,B,3,9.4864,2
5.633,.583162217657446,1,1,237.020000457764,STNWG,1,F,A,2,31.730689,3
2.51,.544832306637545,0,0,0,HDTOP,1,M,A,6,6.3001,2
.5,.544832306637545,0,0,0,HBACK,4,F,C,5,.25,1
.44,.440793976725729,0,0,0,HBACK,4,M,A,3,.1936,1
1.84,.175222450376168,0,0,0,SEDAN,4,M,C,1,3.3856,1
1.39,.824093086922403,1,1,282.120000123978,HBACK,2,F,B,1,1.9321,1
.46,.54209445585002,0,0,0,HBACK,4,F,A,5,.2116,1
3.39,.77481177275331,0,0,0,STNWG,3,F,C,2,11.4921,2
2.14,.449007529088703,0,0,0,STNWG,2,F,D,3,4.5796,1
.69,.544832306637545,0,0,0,SEDAN,4,M,C,6,.4761,1
.65,.547570157425071,0,0,0,HBACK,4,F,C,5,.4225,1
1.02,.54209445585002,0,0,0,HBACK,2,F,C,3,1.0404,1
4.25,.421629021215267,0,0,0,STNWG,2,F,B,3,18.0625,2
.41,.544832306637545,0,0,0,UTE,4,M,B,5,.1681,1
.35,.544832306637545,0,0,0,SEDAN,4,M,C,4,.1225,1
.51,.547570157425071,0,0,0,HBACK,4,F,C,5,.2601,1
1.61,.547570157425071,0,0,0,SEDAN,2,F,A,4,2.5921,1
3.1,.213552361396069,1,1,200,HBACK,2,M,C,3,9.61,2
1.01,.451745379876229,0,0,0,STNWG,4,M,D,4,1.0201,1
.71,.520191649549417,1,3,2453.2699970305,HBACK,4,F,B,2,.5041,1
1.87,.544832306637545,0,0,0,SEDAN,2,M,A,5,3.4969,1
1.5,.77481177275331,0,0,0,SEDAN,3,F,A,4,2.25,1
2.59,.640657084186159,0,0,0,STNWG,3,F,C,3,6.7081,2
1.17,.824093086921494,0,0,0,SEDAN,3,F,B,1,1.3689,1
3.15,.449007529088703,0,0,0,STNWG,1,F,C,4,9.9225,2
2.08,.547570157425071,0,0,0,STNWG,3,M,D,3,4.3264,1
.88,.547570157425071,0,0,0,SEDAN,4,F,D,5,.7744,1
.79,.547570157425071,0,0,0,SEDAN,3,F,E,6,.6241,1
2.13,.451745379876229,0,0,0,STNWG,3,M,C,4,4.5369,1
1.43,.54209445585002,0,0,0,HBACK,2,M,E,5,2.0449,1
.98,.54209445585002,0,0,0,TRUCK,3,F,B,4,.9604,1
.34,.131416837780819,0,0,0,SEDAN,4,F,B,3,.1156,1
1.25,.457221081447642,0,0,0,SEDAN,4,M,B,6,1.5625,1
2.47,.449007529088703,0,0,0,STNWG,3,F,F,2,6.1009,1
1.44,.451745379876229,0,0,0,MIBUS,4,M,E,3,2.0736,1
3.42,.547570157425071,0,0,0,UTE,1,M,A,1,11.6964,2
1.61,.454483230663755,0,0,0,STNWG,4,F,C,4,2.5921,1
1.23,.547570157425071,0,0,0,HBACK,2,M,A,4,1.5129,1
1.29,.457221081447642,0,0,0,HBACK,3,F,C,5,1.6641,1
2.52,.999315537297662,0,0,0,TRUCK,3,M,E,4,6.3504,2
2.02,.54209445585002,0,0,0,STNWG,3,F,E,3,4.0804,1
2.54,.547570157425071,0,0,0,STNWG,3,M,C,6,6.4516,2
.53,.544832306637545,0,0,0,HBACK,4,F,A,6,.2809,1
1.5,.544832306637545,0,0,0,STNWG,4,F,D,5,2.25,1
1.33,.544832306637545,0,0,0,HBACK,3,M,C,4,1.7689,1
2.66,.547570157425071,0,0,0,SEDAN,1,M,B,2,7.0756,2
1.5,.544832306637545,0,0,0,STNWG,4,F,C,1,2.25,1
1.39,.457221081447642,0,0,0,SEDAN,3,F,B,2,1.9321,1
2,.824093086921494,1,1,5664.00999450684,HBACK,1,M,C,4,4,1
.92,.544832306637545,0,0,0,SEDAN,3,F,B,2,.8464,1
1.06,.544832306637545,0,0,0,SEDAN,3,F,A,3,1.1236,1
1.43,.544832306637545,0,0,0,STNWG,4,F,A,4,2.0449,1
3.2,.525667351124866,0,0,0,UTE,2,M,D,1,10.24,2
1.77,.544832306637545,0,0,0,STNWG,2,M,C,6,3.1329,1
2.95,.544832306637545,0,0,0,STNWG,3,F,D,5,8.7025,2
.77,.544832306637545,0,0,0,STNWG,4,F,B,3,.5929,1
1.16,.544832306637545,0,0,0,SEDAN,4,M,D,4,1.3456,1
.43,.443531827513652,0,0,0,HBACK,4,F,A,2,.1849,1
3.24,.23819301848016,0,0,0,TRUCK,2,F,E,5,10.4976,2
1.4,.413415468854112,0,0,0,HDTOP,3,M,A,4,1.96,1
1.56,.457221081447642,0,0,0,SEDAN,3,F,C,5,2.4336,1
1.48,.54209445585002,1,1,7433.26998901367,SEDAN,2,F,B,3,2.1904,1
1.28,.54209445585002,0,0,0,HBACK,3,F,A,5,1.6384,1
2.53,.673511293631236,0,0,0,SEDAN,1,M,A,4,6.4009,2
2.34,.208076659821018,0,0,0,PANVN,2,M,B,3,5.4756,1
1.54,.457221081447642,0,0,0,HBACK,3,F,C,4,2.3716,1
1.06,.54209445585002,0,0,0,SEDAN,3,F,D,5,1.1236,1
2.14,.54209445585002,0,0,0,HBACK,1,F,A,4,4.5796,1
1.35,.169746748800719,0,0,0,HDTOP,4,F,C,2,1.8225,1
1.15,.54209445585002,0,0,0,SEDAN,3,F,C,4,1.3225,1
.91,.547570157425071,0,0,0,SEDAN,4,F,E,6,.8281,1
1.67,.544832306637545,0,0,0,SEDAN,2,F,C,6,2.7889,1
2.91,.544832306637545,0,0,0,STNWG,1,F,A,3,8.4681,2
1.15,.547570157425071,0,0,0,HBACK,3,F,C,4,1.3225,1
1.05,.43258042436355,0,0,0,SEDAN,4,M,C,4,1.1025,1
.82,.287474332646127,0,0,0,HBACK,4,F,A,5,.6724,1
2.98,.547570157424161,0,0,0,UTE,1,M,B,2,8.8804,2
4.28,.547570157425071,0,0,0,STNWG,2,F,F,2,18.3184,2
1.88,.547570157425071,0,0,0,HDTOP,3,M,C,5,3.5344,1
.42,.547570157425071,0,0,0,HBACK,4,F,C,2,.1764,1
3.22,.451745379876229,0,0,0,STNWG,3,F,D,2,10.3684,2
1.39,.837782340859121,0,0,0,SEDAN,3,M,C,4,1.9321,1
.91,.544832306637545,0,0,0,UTE,4,M,F,2,.8281,1
.45,.544832306637545,0,0,0,SEDAN,4,F,A,6,.2025,1
1.15,.544832306637545,0,0,0,SEDAN,3,M,B,5,1.3225,1
5.236,.9993155373013,1,1,484.859998703003,STNWG,1,F,A,3,27.415696,3
.91,.544832306637545,0,0,0,HBACK,3,F,A,4,.8281,1
1.47,.774811772754674,0,0,0,HBACK,1,F,C,2,2.1609,1
.81,.544832306637545,0,0,0,TRUCK,3,M,C,4,.6561,1
3.4,.544832306637545,1,1,2558.38999938965,STNWG,3,M,A,4,11.56,2
.83,.544832306637545,0,0,0,HBACK,3,F,C,4,.6889,1
.98,.544832306637545,0,0,0,SEDAN,3,M,A,5,.9604,1
3.57,.208076659821018,0,0,0,STNWG,2,F,D,5,12.7449,2
.54,.54209445585002,1,1,200,SEDAN,4,F,C,2,.2916,1
1.93,.224503764544352,0,0,0,SEDAN,2,F,B,4,3.7249,1
1.93,.54209445585002,0,0,0,STNWG,4,M,B,3,3.7249,1
1.66,.101300479122983,0,0,0,HBACK,2,M,A,6,2.7556,1
.91,.54209445585002,1,1,1305.31999969482,HBACK,3,F,C,5,.8281,1
.44,.54209445585002,0,0,0,HBACK,4,M,B,6,.1936,1
1.28,.54209445585002,0,0,0,HBACK,2,F,E,2,1.6384,1
2.45,.54209445585002,0,0,0,HDTOP,1,F,C,2,6.0025,1
.83,.54209445585002,0,0,0,SEDAN,4,F,C,2,.6889,1
.88,.54209445585002,0,0,0,UTE,4,F,B,2,.7744,1
2.598,.457221081447642,0,0,0,HBACK,1,F,C,3,6.749604,2
1.19,.54209445585002,0,0,0,HBACK,2,F,A,4,1.4161,1
2.17,.54209445585002,0,0,0,STNWG,3,F,B,4,4.7089,1
1.86,.0684462696781338,0,0,0,STNWG,3,F,E,3,3.4596,1
2.83,.457221081447642,0,0,0,STNWG,3,F,C,3,8.0089,2
4.14,.54209445585002,0,0,0,STNWG,2,F,F,4,17.1396,2
.82,.547570157425071,0,0,0,TRUCK,4,M,F,3,.6724,1
1.99,.544832306637545,0,0,0,SEDAN,2,M,C,6,3.9601,1
3.29,.262833675562433,0,0,0,STNWG,1,M,F,4,10.8241,2
.55,.451745379876229,0,0,0,HBACK,4,F,A,5,.3025,1
3.42,.681724845991994,1,1,408.949999809265,TRUCK,2,F,E,2,11.6964,2
1.47,.161533196440359,0,0,0,SEDAN,2,F,A,3,2.1609,1
.7,.547570157425071,0,0,0,SEDAN,4,M,C,3,.49,1
2.12,.692676249142096,1,1,849.509998321533,HBACK,1,F,A,4,4.4944,1
3.2,.547570157425071,0,0,0,UTE,1,M,A,4,10.24,2
1.47,.77481177275331,0,0,0,HBACK,1,F,B,1,2.1609,1
1.46,.454483230663755,0,0,0,SEDAN,3,M,C,2,2.1316,1
1.64,.451745379876229,0,0,0,SEDAN,3,M,D,2,2.6896,1
1.3,.9993155373013,0,0,0,HBACK,2,M,A,6,1.69,1
1.76,.539356605062494,0,0,0,HBACK,3,M,C,2,3.0976,1
.89,.208076659821018,0,0,0,HBACK,3,F,D,3,.7921,1
1.46,.451745379876229,0,0,0,SEDAN,3,F,D,5,2.1316,1
1.16,.547570157425071,0,0,0,SEDAN,3,M,A,3,1.3456,1
3.22,.383299110195367,0,0,0,STNWG,3,M,D,4,10.3684,2
2.54,.547570157425071,0,0,0,SEDAN,1,M,E,5,6.4516,2
1.5,.104038329910111,1,1,531.839999198914,UTE,4,F,D,2,2.25,1
1.37,.941820670770142,0,0,0,SEDAN,3,M,A,3,1.8769,1
1.25,.547570157425071,0,0,0,HDTOP,4,M,D,4,1.5625,1
1.47,.547570157425071,0,0,0,HBACK,2,F,C,4,2.1609,1
1.61,.446269678301178,0,0,0,SEDAN,2,F,A,4,2.5921,1
.83,.547570157425071,0,0,0,HBACK,4,M,B,2,.6889,1
1.33,.553045859000122,0,0,0,STNWG,4,F,A,3,1.7689,1
1.06,.547570157423252,0,0,0,SEDAN,3,F,C,3,1.1236,1
2.75,.446269678301178,0,0,0,STNWG,1,F,B,1,7.5625,2
1.81,.125941136207985,0,0,0,STNWG,4,F,F,4,3.2761,1
1.14,.547570157425071,0,0,0,STNWG,3,F,C,3,1.2996,1
2.84,.158795345652834,0,0,0,STNWG,3,F,C,2,8.0656,2
1.89,.824093086923313,0,0,0,SEDAN,3,M,C,5,3.5721,1
1.35,.112251882272176,0,0,0,HBACK,2,M,A,2,1.8225,1
.39,.544832306637545,0,0,0,SEDAN,4,F,B,3,.1521,1
2.51,.405201916491933,0,0,0,HBACK,1,F,B,2,6.3001,2
3.34,.572210814505524,0,0,0,STNWG,3,M,E,3,11.1556,2
.9,.0985626283359693,0,0,0,STNWG,4,F,C,3,.81,1
1.49,.449007529088703,0,0,0,HBACK,1,F,B,4,2.2201,1
.28,.120465434632933,0,0,0,SEDAN,4,F,A,5,.0784,1
1.5,.188911704311977,0,0,0,SEDAN,4,M,D,4,2.25,1
.39,.446269678301178,0,0,0,HBACK,4,M,B,4,.1521,1
1.54,.544832306637545,0,0,0,TRUCK,4,M,C,3,2.3716,1
2.36,.550308008212596,0,0,0,STNWG,4,F,B,2,5.5696,1
3.51,.77481177275331,0,0,0,MCARA,3,F,F,4,12.3201,2
.95,.544832306637545,0,0,0,HDTOP,4,F,B,3,.9025,1
1.79,.544832306637545,0,0,0,SEDAN,3,M,C,6,3.2041,1
1.37,.544832306637545,0,0,0,SEDAN,3,F,B,4,1.8769,1
.7,.54209445585002,1,1,525.51000213623,STNWG,4,M,C,4,.49,1
1.34,.761122518815682,0,0,0,UTE,2,M,C,4,1.7956,1
.84,.525667351124866,0,0,0,HBACK,3,F,C,5,.7056,1
1.27,.739219712522754,0,0,0,HBACK,2,F,C,6,1.6129,1
1.01,.457221081447642,0,0,0,SEDAN,3,F,A,4,1.0201,1
6.45,.752908966460382,0,0,0,MCARA,1,M,C,5,41.6025,3
.82,.54209445585002,0,0,0,SEDAN,3,F,C,4,.6724,1
2.69,.54209445585002,0,0,0,STNWG,2,M,C,3,7.2361,2
1.44,.347707049964811,0,0,0,HBACK,1,F,C,5,2.0736,1
1.42,.999315537297662,0,0,0,HBACK,2,F,A,5,2.0164,1
.61,.783025325115887,0,0,0,STNWG,4,F,D,3,.3721,1
.52,.306639288155168,0,0,0,HBACK,4,M,A,4,.2704,1
1.9,.503764544831938,0,0,0,SEDAN,1,F,C,4,3.61,1
1.65,.54209445585002,0,0,0,STNWG,2,F,A,4,2.7225,1
.4,.54209445585002,0,0,0,SEDAN,4,M,C,2,.16,1
1.33,.457221081447642,0,0,0,UTE,4,M,D,2,1.7689,1
3.05,.542094455850474,0,0,0,STNWG,3,F,F,2,9.3025,2
1.91,.54209445585002,0,0,0,STNWG,4,F,D,3,3.6481,1
1.47,.54209445585002,0,0,0,SEDAN,2,M,A,2,2.1609,1
.55,.175222450376168,0,0,0,MIBUS,4,F,B,2,.3025,1
5.24,.54209445585002,0,0,0,STNWG,1,M,E,5,27.4576,3
2.37,.547570157425071,0,0,0,HDTOP,2,F,A,2,5.6169,1
1.91,.547570157421433,1,1,2372.26999664307,HDTOP,4,M,D,1,3.6481,1
1.81,.175222450376168,0,0,0,TRUCK,4,M,A,1,3.2761,1
1.99,.57494866529305,0,0,0,SEDAN,2,F,C,4,3.9601,1
1.3,.57494866529305,0,0,0,HBACK,2,F,B,5,1.69,1
1.39,.77481177275331,0,0,0,HBACK,1,M,B,3,1.9321,1
.43,.77481177275331,0,0,0,HBACK,4,F,C,2,.1849,1
5.07,.824093086920584,1,1,1144.28999900818,STNWG,1,F,C,5,25.7049,3
.44,.339493497601836,0,0,0,HBACK,4,F,C,3,.1936,1
.73,.77481177275331,0,0,0,HBACK,3,F,D,2,.5329,1
1.89,.77481177275331,0,0,0,BUS,3,M,E,2,3.5721,1
1.5,.208076659821018,0,0,0,HBACK,2,F,C,2,2.25,1
.84,.77481177275331,0,0,0,HBACK,3,M,A,5,.7056,1
2.37,.77481177275331,0,0,0,STNWG,3,F,A,2,5.6169,1
2.14,.213552361396069,0,0,0,HBACK,1,M,A,4,4.5796,1
1.26,.77481177275331,1,1,11075.8799743652,HBACK,1,F,C,4,1.5876,1
.75,.503764544831938,0,0,0,SEDAN,4,M,C,4,.5625,1
.82,.492813141681836,0,0,0,STNWG,4,F,C,3,.6724,1
.87,.208076659820108,0,0,0,HBACK,3,M,C,4,.7569,1
1.36,.125941136207985,0,0,0,HBACK,1,M,B,1,1.8496,1
2.63,.0711841204647499,0,0,0,HDTOP,3,F,C,4,6.9169,2
1.77,.824093086921494,0,0,0,SEDAN,2,F,C,3,3.1329,1
2.04,.824093086921494,0,0,0,UTE,4,M,F,3,4.1616,1
.91,.208076659821018,0,0,0,STNWG,3,F,D,2,.8281,1
3.56,.175222450376168,1,1,200,HDTOP,2,F,C,4,12.6736,2
2.73,.824093086921494,0,0,0,SEDAN,3,M,A,5,7.4529,2
.37,.208076659821018,0,0,0,HBACK,4,M,C,5,.1369,1
1.18,.807665982203616,0,0,0,SEDAN,3,M,D,2,1.3924,1
1.42,.213552361396069,0,0,0,STNWG,4,F,A,2,2.0164,1
4.64,.503764544831938,0,0,0,STNWG,2,F,E,3,21.5296,2
1.59,.254620123199857,0,0,0,SEDAN,1,F,A,4,2.5281,1
1.49,.446269678301178,0,0,0,HBACK,1,M,C,2,2.2201,1
1.47,.77481177275331,0,0,0,HBACK,1,M,C,4,2.1609,1
1.75,.00547570157425525,0,0,0,SEDAN,2,F,B,5,3.0625,1
1.88,.873374401087858,1,1,565.349999427795,HBACK,2,F,B,2,3.5344,1
.44,.605065023952193,0,0,0,SEDAN,4,F,C,5,.1936,1
1.66,.446269678301178,0,0,0,TRUCK,1,M,A,4,2.7556,1
2.12,.208076659821018,1,1,2153.92999649048,STNWG,3,M,C,6,4.4944,1
2.53,.824093086921494,0,0,0,STNWG,3,M,B,2,6.4009,2
3.52,.0766598220388914,0,0,0,TRUCK,2,F,F,2,12.3904,2
.7,.481861738531734,0,0,0,STNWG,4,F,C,4,.49,1
2.03,.824093086921494,0,0,0,PANVN,2,M,E,3,4.1209,1
4.45,.175222450376168,0,0,0,STNWG,2,F,F,4,19.8025,2
.9,.747433264881693,0,0,0,HBACK,3,M,B,5,.81,1
2.2,.0164271047226521,0,0,0,SEDAN,1,M,C,5,4.84,1
3.39,.175222450376168,0,0,0,STNWG,3,M,C,3,11.4921,2
1.39,.470910335384872,0,0,0,HBACK,2,M,C,4,1.9321,1
1.5,.446269678301178,0,0,0,HBACK,1,F,A,3,2.25,1
2.14,.572210814505524,0,0,0,HDTOP,3,F,F,2,4.5796,1
.71,.00273785078712763,0,0,0,SEDAN,4,F,A,2,.5041,1
2.67,.837782340859121,0,0,0,STNWG,2,M,F,4,7.1289,2
3.97,.125941136207985,0,0,0,STNWG,2,F,B,3,15.7609,2
1.78,.837782340859121,0,0,0,HBACK,2,M,B,3,3.1684,1
2.85,.161533196440359,0,0,0,STNWG,2,F,C,3,8.1225,2
2.5,.829568788496545,0,0,0,HDTOP,3,M,E,2,6.25,1
2.5,.837782340856393,0,0,0,STNWG,3,F,C,3,6.25,1
.82,.572210814505524,0,0,0,SEDAN,3,F,F,2,.6724,1
2.28,.837782340859121,1,1,200,HBACK,2,F,B,2,5.1984,1
.83,.88980150581483,0,0,0,HBACK,3,M,B,3,.6889,1
1.87,.427104722792137,0,0,0,SEDAN,3,F,B,4,3.4969,1
1.17,.440793976726127,0,0,0,SEDAN,2,M,C,4,1.3689,1
1.16,.605065023955831,0,0,0,SEDAN,3,F,A,2,1.3456,1
.55,.572210814505524,0,0,0,HBACK,4,F,D,5,.3025,1
2.27,.824093086921494,0,0,0,HBACK,1,F,C,4,5.1529,1
2.68,.824093086917856,0,0,0,SEDAN,1,F,C,3,7.1824,2
1.97,.824093086921494,0,0,0,UTE,3,M,A,4,3.8809,1
2.47,.824093086921494,0,0,0,TRUCK,3,M,C,2,6.1009,1
.65,.824093086921494,0,0,0,UTE,4,M,A,3,.4225,1
3.74,.495550992469362,0,0,0,STNWG,2,M,C,3,13.9876,2
2.85,.572210814505524,1,1,6218.94999694824,STNWG,3,M,F,2,8.1225,2
1.52,.824093086924336,0,0,0,HBACK,2,F,C,3,2.3104,1
1.31,.180698151949002,0,0,0,HBACK,1,F,C,3,1.7161,1
1.78,.824093086921494,0,0,0,SEDAN,3,F,C,5,3.1684,1
1.34,.446269678301178,0,0,0,HBACK,2,F,B,3,1.7956,1
5.04,.0985626283359693,0,0,0,SEDAN,3,M,C,3,25.4016,3
1.42,.837782340859121,0,0,0,SEDAN,3,F,A,4,2.0164,1
1.61,.837782340859121,0,0,0,HBACK,2,M,C,4,2.5921,1
1.33,.440793976726127,1,1,200,SEDAN,2,F,C,6,1.7689,1
3.02,.0136892539355813,0,0,0,STNWG,2,F,A,4,9.1204,2
1.14,.824093086921494,0,0,0,SEDAN,3,M,A,2,1.2996,1
3.77,.824093086921494,0,0,0,STNWG,2,F,F,3,14.2129,2
3.9,.824093086921494,0,0,0,STNWG,2,F,D,2,15.21,2
1.25,.125941136207985,0,0,0,UTE,4,F,F,2,1.5625,1
3.78,.446269678301178,0,0,0,STNWG,2,M,A,4,14.2884,2
1.34,.339493497602234,0,0,0,HBACK,2,F,D,6,1.7956,1
1.81,.829568788496545,0,0,0,SEDAN,2,M,A,3,3.2761,1
1.29,.618754277885785,0,0,0,SEDAN,3,M,B,1,1.6641,1
1.07,.249144421628046,0,0,0,UTE,4,M,D,3,1.1449,1
1.17,.769336071178259,0,0,0,SEDAN,3,M,D,6,1.3689,1
1.9,.44626967829754,0,0,0,HBACK,1,F,E,4,3.61,1
1.54,.312114989730219,0,0,0,UTE,3,M,C,2,2.3716,1
1.14,.818617385346442,0,0,0,HBACK,3,F,C,4,1.2996,1
1.18,.824093086921494,0,0,0,HBACK,2,F,A,1,1.3924,1
1.73,.128678986995112,0,0,0,HBACK,3,F,C,3,2.9929,1
4.18,.446269678301178,0,0,0,STNWG,2,M,C,3,17.4724,2
3.29,.550308008211005,0,0,0,HBACK,2,F,B,3,10.8241,2
1.91,.164271047226691,0,0,0,HDTOP,4,F,E,4,3.6481,1
.65,.572210814505524,0,0,0,HBACK,4,M,C,4,.4225,1
3.18,.605065023955831,0,0,0,STNWG,2,F,A,3,10.1124,2
2.92,.125941136207985,1,1,917.27272605896,STNWG,3,M,F,1,8.5264,2
1.27,.772073921965784,0,0,0,HDTOP,4,M,F,2,1.6129,1
2.51,.503764544831938,0,0,0,HBACK,1,M,C,5,6.3001,2
2.198,.429842573577844,1,1,200,HBACK,1,F,B,2,4.831204,1
1.89,.678986995204468,0,0,0,HBACK,2,M,C,5,3.5721,1
1.37,.443531827513652,1,1,200,HBACK,1,F,A,4,1.8769,1
1.6,.30390143736804,0,0,0,SEDAN,1,F,E,3,2.56,1
1.12,.240930869265867,1,1,214.420000016689,COUPE,3,M,A,4,1.2544,1
.78,.325804243667847,0,0,0,HBACK,3,F,B,1,.6084,1
.91,.290212183435244,0,0,0,HBACK,3,F,C,4,.8281,1
2.65,.394250513345469,1,1,9535.07998657227,UTE,3,F,A,3,7.0225,2
1.35,.0848733744005585,0,0,0,HBACK,3,F,A,5,1.8225,1
1.63,.446269678301178,0,0,0,SEDAN,2,M,A,5,2.6569,1
2.31,.161533196440359,0,0,0,PANVN,2,M,C,1,5.3361,1
2.3,.306639288155566,0,0,0,UTE,3,F,E,3,5.29,1
.26,.0383299110194457,0,0,0,HBACK,4,F,B,2,.0676,1
.53,.605065023955831,0,0,0,HBACK,4,F,A,5,.2809,1
3.17,.495550992469362,0,0,0,SEDAN,1,F,F,3,10.0489,2
2.48,.158795345652834,0,0,0,STNWG,2,F,B,5,6.1504,1
1.33,.125941136207985,0,0,0,HBACK,1,F,C,4,1.7689,1
1.07,.205338809033492,0,0,0,SEDAN,3,F,C,4,1.1449,1
.71,.205338809033492,0,0,0,UTE,4,M,B,1,.5041,1
3.23,.164271047227885,0,0,0,STNWG,2,F,A,2,10.4329,2
.75,.966461327850993,0,0,0,SEDAN,4,F,E,5,.5625,1
3.18,.156057494865308,1,1,677,TRUCK,3,F,E,3,10.1124,2
1.399,.873374401089677,0,0,0,HBACK,1,F,A,2,1.957201,1
.52,.829568788496545,0,0,0,HBACK,4,F,A,4,.2704,1
2.65,.465434633810219,0,0,0,UTE,2,F,E,3,7.0225,2
1.84,.125941136207985,0,0,0,COUPE,3,F,F,4,3.3856,1
1.36,.125941136207985,0,0,0,UTE,4,F,D,2,1.8496,1
2.03,.495550992469362,0,0,0,STNWG,3,M,A,3,4.1209,1
.39,.394250513345469,0,0,0,SEDAN,4,M,D,5,.1521,1
1.4,.624229979460836,0,0,0,TRUCK,3,M,F,1,1.96,1
3.19,.821355236133968,0,0,0,STNWG,1,F,B,1,10.1761,2
.36,.873374401089677,0,0,0,SEDAN,4,F,D,2,.1296,1
1.37,.503764544831938,0,0,0,HBACK,1,M,C,4,1.8769,1
.43,.169746748801117,0,0,0,SEDAN,4,F,C,5,.1849,1
1.85,.835044490071596,0,0,0,HBACK,2,F,C,4,3.4225,1
2.45,.00273785078712763,0,0,0,PANVN,2,M,A,5,6.0025,1
1.36,.495550992469362,0,0,0,STNWG,4,M,A,3,1.8496,1
.6,.125941136207985,0,0,0,SEDAN,4,F,C,3,.36,1
.75,.835044490071596,0,0,0,SEDAN,4,M,D,2,.5625,1
1.75,.503764544831938,0,0,0,SEDAN,3,F,A,4,3.0625,1
4.03,.416153319642035,0,0,0,STNWG,2,F,A,4,16.2409,2
5.59,.101300479122983,0,0,0,STNWG,1,M,D,3,31.2481,3
.69,.00273785078712763,0,0,0,UTE,4,M,D,2,.4761,1
.77,.605065023955831,0,0,0,HBACK,3,F,D,5,.5929,1
2.04,.876112251877203,0,0,0,PANVN,2,M,C,3,4.1616,1
.46,.835044490071596,0,0,0,SEDAN,4,F,A,4,.2116,1
